,0
200,1 individual(s) listed in this SNAP application.  0 people in the household over 60. 0 people in the household with a disability.Household is not categorically eligible through TANF.[Household is not homeless] Household spends 0 on shelter expenses. Household spends 0.0 on dependent care. Household receives 0 in child support. Household pays 0 in utilities. The total gross income was: 0. while the net income was: 0.0 That gross and net income were calculated with multiple factors. the reported gross and net income were 0 and 0 respectively.  Income was determined by various inputs. including wages (0). earned income (0). self employment income (0). other earned income (0). income from contributions (0). child support (0). unearned income (0). other unearned income (0). deemed income (0). income from education grants and loans (0). and income for families participating in foster care (0) Some payments may come from employers that are not part of regular wages. For this household. they received workers compensation (0). and wage supplementation (0) It also takes any government benefit payments into account. such as earned income tax credit (0). energy assistance (0). general assistance programs (0). social security (0). supplemental security benefits (ssi) (i.e. disability benefits) (0). countable payments through temporary assistance for needy families (tanf) (0). unemployment insurance (0). veterans benefits (0). diversion payment (0). and any other government benefits (0).  A households assets are also taken into account. The total assets were determined to be 0.  The value of vehicles was determined to be 0.  It also includes reported liquid assets (0.0). countable liquid assets (0.0). reported other nonliquid assets (0). countable other nonliquid assets (0). reported real property (0). and countable real property (0). 
201,1 individual(s) listed in this SNAP application.  0 people in the household over 60. 0 people in the household with a disability.Household is not categorically eligible through TANF.[Household is homeless] Household spends 0 on shelter expenses. Household spends 0.0 on dependent care. Household receives 0 in child support. Household pays 0 in utilities. The total gross income was: 0. while the net income was: 0.0 That gross and net income were calculated with multiple factors. the reported gross and net income were 0 and 0 respectively.  Income was determined by various inputs. including wages (0). earned income (0). self employment income (0). other earned income (0). income from contributions (0). child support (0). unearned income (0). other unearned income (0). deemed income (0). income from education grants and loans (0). and income for families participating in foster care (0) Some payments may come from employers that are not part of regular wages. For this household. they received workers compensation (0). and wage supplementation (0) It also takes any government benefit payments into account. such as earned income tax credit (0). energy assistance (0). general assistance programs (0). social security (0). supplemental security benefits (ssi) (i.e. disability benefits) (0). countable payments through temporary assistance for needy families (tanf) (0). unemployment insurance (0). veterans benefits (0). diversion payment (0). and any other government benefits (0).  A households assets are also taken into account. The total assets were determined to be 0.  The value of vehicles was determined to be 0.  It also includes reported liquid assets (0.0). countable liquid assets (0.0). reported other nonliquid assets (0). countable other nonliquid assets (0). reported real property (0). and countable real property (0). 
202,1 individual(s) listed in this SNAP application.  0 people in the household over 60. 0 people in the household with a disability.Household is not categorically eligible through TANF.[Household is homeless] Household spends 0 on shelter expenses. Household spends 0.0 on dependent care. Household receives 0 in child support. Household pays 0 in utilities. The total gross income was: 0. while the net income was: 0.0 That gross and net income were calculated with multiple factors. the reported gross and net income were 0 and 0 respectively.  Income was determined by various inputs. including wages (0). earned income (0). self employment income (0). other earned income (0). income from contributions (0). child support (0). unearned income (0). other unearned income (0). deemed income (0). income from education grants and loans (0). and income for families participating in foster care (0) Some payments may come from employers that are not part of regular wages. For this household. they received workers compensation (0). and wage supplementation (0) It also takes any government benefit payments into account. such as earned income tax credit (0). energy assistance (0). general assistance programs (0). social security (0). supplemental security benefits (ssi) (i.e. disability benefits) (0). countable payments through temporary assistance for needy families (tanf) (0). unemployment insurance (0). veterans benefits (0). diversion payment (0). and any other government benefits (0).  A households assets are also taken into account. The total assets were determined to be 0.  The value of vehicles was determined to be 0.  It also includes reported liquid assets (0.0). countable liquid assets (0.0). reported other nonliquid assets (0). countable other nonliquid assets (0). reported real property (0). and countable real property (0). 
203,3 individual(s) listed in this SNAP application.  0 people in the household over 60. 0.0 people in the household with a disability.Household is not categorically eligible through TANF.[Household is homeless] Household spends 0 on shelter expenses. Household spends 0.0 on dependent care. Household receives 0 in child support. Household pays 0 in utilities. The total gross income was: 0. while the net income was: 0.0 That gross and net income were calculated with multiple factors. the reported gross and net income were 0 and 0 respectively.  Income was determined by various inputs. including wages (0). earned income (0). self employment income (0). other earned income (0). income from contributions (0). child support (0). unearned income (0). other unearned income (0). deemed income (0). income from education grants and loans (0). and income for families participating in foster care (0) Some payments may come from employers that are not part of regular wages. For this household. they received workers compensation (0). and wage supplementation (0) It also takes any government benefit payments into account. such as earned income tax credit (0). energy assistance (0). general assistance programs (0). social security (0). supplemental security benefits (ssi) (i.e. disability benefits) (0). countable payments through temporary assistance for needy families (tanf) (0). unemployment insurance (0). veterans benefits (0). diversion payment (0). and any other government benefits (0).  A households assets are also taken into account. The total assets were determined to be 0.  The value of vehicles was determined to be 0.  It also includes reported liquid assets (0.0). countable liquid assets (0.0). reported other nonliquid assets (0). countable other nonliquid assets (0). reported real property (0). and countable real property (0). 
204,1 individual(s) listed in this SNAP application.  0 people in the household over 60. 0 people in the household with a disability.Household is not categorically eligible through TANF.[Household is not homeless] Household spends 0 on shelter expenses. Household spends 0.0 on dependent care. Household receives 0 in child support. Household pays 0 in utilities. The total gross income was: 0. while the net income was: 0.0 That gross and net income were calculated with multiple factors. the reported gross and net income were 0 and 0 respectively.  Income was determined by various inputs. including wages (0). earned income (0). self employment income (0). other earned income (0). income from contributions (0). child support (0). unearned income (0). other unearned income (0). deemed income (0). income from education grants and loans (0). and income for families participating in foster care (0) Some payments may come from employers that are not part of regular wages. For this household. they received workers compensation (0). and wage supplementation (0) It also takes any government benefit payments into account. such as earned income tax credit (0). energy assistance (0). general assistance programs (0). social security (0). supplemental security benefits (ssi) (i.e. disability benefits) (0). countable payments through temporary assistance for needy families (tanf) (0). unemployment insurance (0). veterans benefits (0). diversion payment (0). and any other government benefits (0).  A households assets are also taken into account. The total assets were determined to be 0.  The value of vehicles was determined to be 0.  It also includes reported liquid assets (0.0). countable liquid assets (0.0). reported other nonliquid assets (0). countable other nonliquid assets (0). reported real property (0). and countable real property (0). 
205,1 individual(s) listed in this SNAP application.  0 people in the household over 60. 0 people in the household with a disability.Household is not categorically eligible through TANF.[Household is homeless] Household spends 0 on shelter expenses. Household spends 0.0 on dependent care. Household receives 0 in child support. Household pays 0 in utilities. The total gross income was: 0. while the net income was: 0.0 That gross and net income were calculated with multiple factors. the reported gross and net income were 0 and 0 respectively.  Income was determined by various inputs. including wages (0). earned income (0). self employment income (0). other earned income (0). income from contributions (0). child support (0). unearned income (0). other unearned income (0). deemed income (0). income from education grants and loans (0). and income for families participating in foster care (0) Some payments may come from employers that are not part of regular wages. For this household. they received workers compensation (0). and wage supplementation (0) It also takes any government benefit payments into account. such as earned income tax credit (0). energy assistance (0). general assistance programs (0). social security (0). supplemental security benefits (ssi) (i.e. disability benefits) (0). countable payments through temporary assistance for needy families (tanf) (0). unemployment insurance (0). veterans benefits (0). diversion payment (0). and any other government benefits (0).  A households assets are also taken into account. The total assets were determined to be 0.  The value of vehicles was determined to be 0.  It also includes reported liquid assets (0.0). countable liquid assets (0.0). reported other nonliquid assets (0). countable other nonliquid assets (0). reported real property (0). and countable real property (0). 
206,1 individual(s) listed in this SNAP application.  1 people in the household over 60. 0 people in the household with a disability.Household is not categorically eligible through TANF.[Household is homeless] Household spends 322 on shelter expenses. Household spends 0.0 on dependent care. Household receives 0 in child support. Household pays 322 in utilities. The total gross income was: 841. while the net income was: 664.0 That gross and net income were calculated with multiple factors. the reported gross and net income were 841 and 664 respectively.  Income was determined by various inputs. including wages (0). earned income (0). self employment income (0). other earned income (0). income from contributions (0). child support (0). unearned income (841). other unearned income (0). deemed income (0). income from education grants and loans (0). and income for families participating in foster care (0) Some payments may come from employers that are not part of regular wages. For this household. they received workers compensation (0). and wage supplementation (0) It also takes any government benefit payments into account. such as earned income tax credit (0). energy assistance (0). general assistance programs (0). social security (0). supplemental security benefits (ssi) (i.e. disability benefits) (841). countable payments through temporary assistance for needy families (tanf) (0). unemployment insurance (0). veterans benefits (0). diversion payment (0). and any other government benefits (0).  A households assets are also taken into account. The total assets were determined to be 0.  The value of vehicles was determined to be 0.  It also includes reported liquid assets (0.0). countable liquid assets (0.0). reported other nonliquid assets (0). countable other nonliquid assets (0). reported real property (0). and countable real property (0). 
207,1 individual(s) listed in this SNAP application.  0 people in the household over 60. 1 people in the household with a disability.Household is not categorically eligible through TANF.[Household is homeless] Household spends 601 on shelter expenses. Household spends 0.0 on dependent care. Household receives 0 in child support. Household pays 322 in utilities. The total gross income was: 2126. while the net income was: 1903.0 That gross and net income were calculated with multiple factors. the reported gross and net income were 2127 and 1903 respectively.  Income was determined by various inputs. including wages (232). earned income (232). self employment income (0). other earned income (0). income from contributions (0). child support (0). unearned income (1894). other unearned income (0). deemed income (0). income from education grants and loans (0). and income for families participating in foster care (0) Some payments may come from employers that are not part of regular wages. For this household. they received workers compensation (0). and wage supplementation (0) It also takes any government benefit payments into account. such as earned income tax credit (0). energy assistance (0). general assistance programs (0). social security (1894). supplemental security benefits (ssi) (i.e. disability benefits) (0). countable payments through temporary assistance for needy families (tanf) (0). unemployment insurance (0). veterans benefits (0). diversion payment (0). and any other government benefits (0).  A households assets are also taken into account. The total assets were determined to be 0.  The value of vehicles was determined to be 0.  It also includes reported liquid assets (0.0). countable liquid assets (0.0). reported other nonliquid assets (0). countable other nonliquid assets (0). reported real property (0). and countable real property (0). 
208,1 individual(s) listed in this SNAP application.  1 people in the household over 60. 0 people in the household with a disability.Household is not categorically eligible through TANF.[Household is homeless] Household spends 1030 on shelter expenses. Household spends 0.0 on dependent care. Household receives 0 in child support. Household pays 322 in utilities. The total gross income was: 1229. while the net income was: 548.0 That gross and net income were calculated with multiple factors. the reported gross and net income were 1229 and 548 respectively.  Income was determined by various inputs. including wages (0). earned income (0). self employment income (0). other earned income (0). income from contributions (0). child support (0). unearned income (1229). other unearned income (0). deemed income (0). income from education grants and loans (0). and income for families participating in foster care (0) Some payments may come from employers that are not part of regular wages. For this household. they received workers compensation (0). and wage supplementation (0) It also takes any government benefit payments into account. such as earned income tax credit (0). energy assistance (0). general assistance programs (0). social security (1229). supplemental security benefits (ssi) (i.e. disability benefits) (0). countable payments through temporary assistance for needy families (tanf) (0). unemployment insurance (0). veterans benefits (0). diversion payment (0). and any other government benefits (0).  A households assets are also taken into account. The total assets were determined to be 0.  The value of vehicles was determined to be 0.  It also includes reported liquid assets (0.0). countable liquid assets (0.0). reported other nonliquid assets (0). countable other nonliquid assets (0). reported real property (0). and countable real property (0). 
209,1 individual(s) listed in this SNAP application.  0 people in the household over 60. 1 people in the household with a disability.Household is not categorically eligible through TANF.[Household is homeless] Household spends 483 on shelter expenses. Household spends 0.0 on dependent care. Household receives 0 in child support. Household pays 322 in utilities. The total gross income was: 1087. while the net income was: 882.0 That gross and net income were calculated with multiple factors. the reported gross and net income were 1087 and 882 respectively.  Income was determined by various inputs. including wages (0). earned income (0). self employment income (0). other earned income (0). income from contributions (0). child support (0). unearned income (1087). other unearned income (0). deemed income (0). income from education grants and loans (0). and income for families participating in foster care (0) Some payments may come from employers that are not part of regular wages. For this household. they received workers compensation (0). and wage supplementation (0) It also takes any government benefit payments into account. such as earned income tax credit (0). energy assistance (0). general assistance programs (0). social security (1087). supplemental security benefits (ssi) (i.e. disability benefits) (0). countable payments through temporary assistance for needy families (tanf) (0). unemployment insurance (0). veterans benefits (0). diversion payment (0). and any other government benefits (0).  A households assets are also taken into account. The total assets were determined to be 0.  The value of vehicles was determined to be 0.  It also includes reported liquid assets (0.0). countable liquid assets (0.0). reported other nonliquid assets (0). countable other nonliquid assets (0). reported real property (0). and countable real property (0). 
210,1 individual(s) listed in this SNAP application.  1 people in the household over 60. 0 people in the household with a disability.Household is not categorically eligible through TANF.[Household is homeless] Household spends 822 on shelter expenses. Household spends 0.0 on dependent care. Household receives 0 in child support. Household pays 322 in utilities. The total gross income was: 915. while the net income was: 285.0 That gross and net income were calculated with multiple factors. the reported gross and net income were 915 and 285 respectively.  Income was determined by various inputs. including wages (0). earned income (0). self employment income (0). other earned income (0). income from contributions (0). child support (0). unearned income (915). other unearned income (0). deemed income (0). income from education grants and loans (0). and income for families participating in foster care (0) Some payments may come from employers that are not part of regular wages. For this household. they received workers compensation (0). and wage supplementation (0) It also takes any government benefit payments into account. such as earned income tax credit (0). energy assistance (0). general assistance programs (0). social security (915). supplemental security benefits (ssi) (i.e. disability benefits) (0). countable payments through temporary assistance for needy families (tanf) (0). unemployment insurance (0). veterans benefits (0). diversion payment (0). and any other government benefits (0).  A households assets are also taken into account. The total assets were determined to be 0.  The value of vehicles was determined to be 0.  It also includes reported liquid assets (0.0). countable liquid assets (0.0). reported other nonliquid assets (0). countable other nonliquid assets (0). reported real property (0). and countable real property (0). 
211,1 individual(s) listed in this SNAP application.  0 people in the household over 60. 0 people in the household with a disability.Household is not categorically eligible through TANF.[Household is homeless] Household spends 0 on shelter expenses. Household spends 0.0 on dependent care. Household receives 0 in child support. Household pays 0 in utilities. The total gross income was: 0. while the net income was: 0.0 That gross and net income were calculated with multiple factors. the reported gross and net income were 0 and 0 respectively.  Income was determined by various inputs. including wages (0). earned income (0). self employment income (0). other earned income (0). income from contributions (0). child support (0). unearned income (0). other unearned income (0). deemed income (0). income from education grants and loans (0). and income for families participating in foster care (0) Some payments may come from employers that are not part of regular wages. For this household. they received workers compensation (0). and wage supplementation (0) It also takes any government benefit payments into account. such as earned income tax credit (0). energy assistance (0). general assistance programs (0). social security (0). supplemental security benefits (ssi) (i.e. disability benefits) (0). countable payments through temporary assistance for needy families (tanf) (0). unemployment insurance (0). veterans benefits (0). diversion payment (0). and any other government benefits (0).  A households assets are also taken into account. The total assets were determined to be 0.  The value of vehicles was determined to be 0.  It also includes reported liquid assets (0.0). countable liquid assets (0.0). reported other nonliquid assets (0). countable other nonliquid assets (0). reported real property (0). and countable real property (0). 
212,1 individual(s) listed in this SNAP application.  1 people in the household over 60. 0 people in the household with a disability.Household is not categorically eligible through TANF.[Household is homeless] Household spends 539 on shelter expenses. Household spends 0.0 on dependent care. Household receives 0 in child support. Household pays 322 in utilities. The total gross income was: 861. while the net income was: 487.0 That gross and net income were calculated with multiple factors. the reported gross and net income were 861 and 487 respectively.  Income was determined by various inputs. including wages (0). earned income (0). self employment income (0). other earned income (0). income from contributions (0). child support (0). unearned income (861). other unearned income (0). deemed income (0). income from education grants and loans (0). and income for families participating in foster care (0) Some payments may come from employers that are not part of regular wages. For this household. they received workers compensation (0). and wage supplementation (0) It also takes any government benefit payments into account. such as earned income tax credit (0). energy assistance (0). general assistance programs (0). social security (739). supplemental security benefits (ssi) (i.e. disability benefits) (122). countable payments through temporary assistance for needy families (tanf) (0). unemployment insurance (0). veterans benefits (0). diversion payment (0). and any other government benefits (0).  A households assets are also taken into account. The total assets were determined to be 0.  The value of vehicles was determined to be 0.  It also includes reported liquid assets (0.0). countable liquid assets (0.0). reported other nonliquid assets (0). countable other nonliquid assets (0). reported real property (0). and countable real property (0). 
213,1 individual(s) listed in this SNAP application.  0 people in the household over 60. 0 people in the household with a disability.Household is not categorically eligible through TANF.[Household is homeless] Household spends 0 on shelter expenses. Household spends 0.0 on dependent care. Household receives 0 in child support. Household pays 0 in utilities. The total gross income was: 0. while the net income was: 0.0 That gross and net income were calculated with multiple factors. the reported gross and net income were 0 and 0 respectively.  Income was determined by various inputs. including wages (0). earned income (0). self employment income (0). other earned income (0). income from contributions (0). child support (0). unearned income (0). other unearned income (0). deemed income (0). income from education grants and loans (0). and income for families participating in foster care (0) Some payments may come from employers that are not part of regular wages. For this household. they received workers compensation (0). and wage supplementation (0) It also takes any government benefit payments into account. such as earned income tax credit (0). energy assistance (0). general assistance programs (0). social security (0). supplemental security benefits (ssi) (i.e. disability benefits) (0). countable payments through temporary assistance for needy families (tanf) (0). unemployment insurance (0). veterans benefits (0). diversion payment (0). and any other government benefits (0).  A households assets are also taken into account. The total assets were determined to be 0.  The value of vehicles was determined to be 0.  It also includes reported liquid assets (0.0). countable liquid assets (0.0). reported other nonliquid assets (0). countable other nonliquid assets (0). reported real property (0). and countable real property (0). 
214,1 individual(s) listed in this SNAP application.  0 people in the household over 60. 1 people in the household with a disability.Household is not categorically eligible through TANF.[Household is homeless] Household spends 231 on shelter expenses. Household spends 0.0 on dependent care. Household receives 0 in child support. Household pays 0 in utilities. The total gross income was: 861. while the net income was: 684.0 That gross and net income were calculated with multiple factors. the reported gross and net income were 861 and 684 respectively.  Income was determined by various inputs. including wages (0). earned income (0). self employment income (0). other earned income (0). income from contributions (0). child support (0). unearned income (861). other unearned income (0). deemed income (0). income from education grants and loans (0). and income for families participating in foster care (0) Some payments may come from employers that are not part of regular wages. For this household. they received workers compensation (0). and wage supplementation (0) It also takes any government benefit payments into account. such as earned income tax credit (0). energy assistance (0). general assistance programs (0). social security (316). supplemental security benefits (ssi) (i.e. disability benefits) (545). countable payments through temporary assistance for needy families (tanf) (0). unemployment insurance (0). veterans benefits (0). diversion payment (0). and any other government benefits (0).  A households assets are also taken into account. The total assets were determined to be 0.  The value of vehicles was determined to be 0.  It also includes reported liquid assets (0.0). countable liquid assets (0.0). reported other nonliquid assets (0). countable other nonliquid assets (0). reported real property (0). and countable real property (0). 
215,1 individual(s) listed in this SNAP application.  1 people in the household over 60. 0 people in the household with a disability.Household is not categorically eligible through TANF.[Household is homeless] Household spends 822 on shelter expenses. Household spends 0.0 on dependent care. Household receives 0 in child support. Household pays 322 in utilities. The total gross income was: 841. while the net income was: 174.0 That gross and net income were calculated with multiple factors. the reported gross and net income were 841 and 174 respectively.  Income was determined by various inputs. including wages (0). earned income (0). self employment income (0). other earned income (0). income from contributions (0). child support (0). unearned income (841). other unearned income (0). deemed income (0). income from education grants and loans (0). and income for families participating in foster care (0) Some payments may come from employers that are not part of regular wages. For this household. they received workers compensation (0). and wage supplementation (0) It also takes any government benefit payments into account. such as earned income tax credit (0). energy assistance (0). general assistance programs (0). social security (0). supplemental security benefits (ssi) (i.e. disability benefits) (841). countable payments through temporary assistance for needy families (tanf) (0). unemployment insurance (0). veterans benefits (0). diversion payment (0). and any other government benefits (0).  A households assets are also taken into account. The total assets were determined to be 0.  The value of vehicles was determined to be 0.  It also includes reported liquid assets (0.0). countable liquid assets (0.0). reported other nonliquid assets (0). countable other nonliquid assets (0). reported real property (0). and countable real property (0). 
216,1 individual(s) listed in this SNAP application.  0 people in the household over 60. 0 people in the household with a disability.Household is not categorically eligible through TANF.[Household is homeless] Household spends 322 on shelter expenses. Household spends 0.0 on dependent care. Household receives 0 in child support. Household pays 322 in utilities. The total gross income was: 0. while the net income was: 0.0 That gross and net income were calculated with multiple factors. the reported gross and net income were 0 and 0 respectively.  Income was determined by various inputs. including wages (0). earned income (0). self employment income (0). other earned income (0). income from contributions (0). child support (0). unearned income (0). other unearned income (0). deemed income (0). income from education grants and loans (0). and income for families participating in foster care (0) Some payments may come from employers that are not part of regular wages. For this household. they received workers compensation (0). and wage supplementation (0) It also takes any government benefit payments into account. such as earned income tax credit (0). energy assistance (0). general assistance programs (0). social security (0). supplemental security benefits (ssi) (i.e. disability benefits) (0). countable payments through temporary assistance for needy families (tanf) (0). unemployment insurance (0). veterans benefits (0). diversion payment (0). and any other government benefits (0).  A households assets are also taken into account. The total assets were determined to be 0.  The value of vehicles was determined to be 0.  It also includes reported liquid assets (0.0). countable liquid assets (0.0). reported other nonliquid assets (0). countable other nonliquid assets (0). reported real property (0). and countable real property (0). 
217,1 individual(s) listed in this SNAP application.  0 people in the household over 60. 0 people in the household with a disability.Household is not categorically eligible through TANF.[Household is homeless] Household spends 624 on shelter expenses. Household spends 0.0 on dependent care. Household receives 0 in child support. Household pays 322 in utilities. The total gross income was: 3089. while the net income was: 2295.0 That gross and net income were calculated with multiple factors. the reported gross and net income were 3090 and 2295 respectively.  Income was determined by various inputs. including wages (3089). earned income (3089). self employment income (0). other earned income (0). income from contributions (0). child support (0). unearned income (0). other unearned income (0). deemed income (0). income from education grants and loans (0). and income for families participating in foster care (0) Some payments may come from employers that are not part of regular wages. For this household. they received workers compensation (0). and wage supplementation (0) It also takes any government benefit payments into account. such as earned income tax credit (0). energy assistance (0). general assistance programs (0). social security (0). supplemental security benefits (ssi) (i.e. disability benefits) (0). countable payments through temporary assistance for needy families (tanf) (0). unemployment insurance (0). veterans benefits (0). diversion payment (0). and any other government benefits (0).  A households assets are also taken into account. The total assets were determined to be 0.  The value of vehicles was determined to be 0.  It also includes reported liquid assets (0.0). countable liquid assets (0.0). reported other nonliquid assets (0). countable other nonliquid assets (0). reported real property (0). and countable real property (0). 
218,1 individual(s) listed in this SNAP application.  0 people in the household over 60. 0 people in the household with a disability.Household is not categorically eligible through TANF.[Household is homeless] Household spends 1222 on shelter expenses. Household spends 0.0 on dependent care. Household receives 0 in child support. Household pays 322 in utilities. The total gross income was: 0. while the net income was: 0.0 That gross and net income were calculated with multiple factors. the reported gross and net income were 0 and 0 respectively.  Income was determined by various inputs. including wages (0). earned income (0). self employment income (0). other earned income (0). income from contributions (0). child support (0). unearned income (0). other unearned income (0). deemed income (0). income from education grants and loans (0). and income for families participating in foster care (0) Some payments may come from employers that are not part of regular wages. For this household. they received workers compensation (0). and wage supplementation (0) It also takes any government benefit payments into account. such as earned income tax credit (0). energy assistance (0). general assistance programs (0). social security (0). supplemental security benefits (ssi) (i.e. disability benefits) (0). countable payments through temporary assistance for needy families (tanf) (0). unemployment insurance (0). veterans benefits (0). diversion payment (0). and any other government benefits (0).  A households assets are also taken into account. The total assets were determined to be 0.  The value of vehicles was determined to be 0.  It also includes reported liquid assets (0.0). countable liquid assets (0.0). reported other nonliquid assets (0). countable other nonliquid assets (0). reported real property (0). and countable real property (0). 
219,1 individual(s) listed in this SNAP application.  1 people in the household over 60. 0 people in the household with a disability.Household is not categorically eligible through TANF.[Household is homeless] Household spends 0 on shelter expenses. Household spends 0.0 on dependent care. Household receives 0 in child support. Household pays 0 in utilities. The total gross income was: 0. while the net income was: 0.0 That gross and net income were calculated with multiple factors. the reported gross and net income were 0 and 0 respectively.  Income was determined by various inputs. including wages (0). earned income (0). self employment income (0). other earned income (0). income from contributions (0). child support (0). unearned income (0). other unearned income (0). deemed income (0). income from education grants and loans (0). and income for families participating in foster care (0) Some payments may come from employers that are not part of regular wages. For this household. they received workers compensation (0). and wage supplementation (0) It also takes any government benefit payments into account. such as earned income tax credit (0). energy assistance (0). general assistance programs (0). social security (0). supplemental security benefits (ssi) (i.e. disability benefits) (0). countable payments through temporary assistance for needy families (tanf) (0). unemployment insurance (0). veterans benefits (0). diversion payment (0). and any other government benefits (0).  A households assets are also taken into account. The total assets were determined to be 0.  The value of vehicles was determined to be 0.  It also includes reported liquid assets (0.0). countable liquid assets (0.0). reported other nonliquid assets (0). countable other nonliquid assets (0). reported real property (0). and countable real property (0). 
220,1 individual(s) listed in this SNAP application.  1 people in the household over 60. 0 people in the household with a disability.Household is not categorically eligible through TANF.[Household is homeless] Household spends 447 on shelter expenses. Household spends 0.0 on dependent care. Household receives 0 in child support. Household pays 322 in utilities. The total gross income was: 1172. while the net income was: 995.0 That gross and net income were calculated with multiple factors. the reported gross and net income were 1172 and 0 respectively.  Income was determined by various inputs. including wages (0). earned income (0). self employment income (0). other earned income (0). income from contributions (0). child support (0). unearned income (1172). other unearned income (0). deemed income (0). income from education grants and loans (0). and income for families participating in foster care (0) Some payments may come from employers that are not part of regular wages. For this household. they received workers compensation (0). and wage supplementation (0) It also takes any government benefit payments into account. such as earned income tax credit (0). energy assistance (0). general assistance programs (0). social security (1172). supplemental security benefits (ssi) (i.e. disability benefits) (0). countable payments through temporary assistance for needy families (tanf) (0). unemployment insurance (0). veterans benefits (0). diversion payment (0). and any other government benefits (0).  A households assets are also taken into account. The total assets were determined to be 0.  The value of vehicles was determined to be 0.  It also includes reported liquid assets (0.0). countable liquid assets (0.0). reported other nonliquid assets (0). countable other nonliquid assets (0). reported real property (0). and countable real property (0). 
221,1 individual(s) listed in this SNAP application.  0 people in the household over 60. 0 people in the household with a disability.Household is not categorically eligible through TANF.[Household is homeless] Household spends 0 on shelter expenses. Household spends 0.0 on dependent care. Household receives 0 in child support. Household pays 0 in utilities. The total gross income was: 0. while the net income was: 0.0 That gross and net income were calculated with multiple factors. the reported gross and net income were 0 and 0 respectively.  Income was determined by various inputs. including wages (0). earned income (0). self employment income (0). other earned income (0). income from contributions (0). child support (0). unearned income (0). other unearned income (0). deemed income (0). income from education grants and loans (0). and income for families participating in foster care (0) Some payments may come from employers that are not part of regular wages. For this household. they received workers compensation (0). and wage supplementation (0) It also takes any government benefit payments into account. such as earned income tax credit (0). energy assistance (0). general assistance programs (0). social security (0). supplemental security benefits (ssi) (i.e. disability benefits) (0). countable payments through temporary assistance for needy families (tanf) (0). unemployment insurance (0). veterans benefits (0). diversion payment (0). and any other government benefits (0).  A households assets are also taken into account. The total assets were determined to be 0.  The value of vehicles was determined to be 0.  It also includes reported liquid assets (0.0). countable liquid assets (0.0). reported other nonliquid assets (0). countable other nonliquid assets (0). reported real property (0). and countable real property (0). 
222,1 individual(s) listed in this SNAP application.  0 people in the household over 60. 0 people in the household with a disability.Household is not categorically eligible through TANF.[Household is not homeless] Household spends 0 on shelter expenses. Household spends 0.0 on dependent care. Household receives 0 in child support. Household pays 0 in utilities. The total gross income was: 0. while the net income was: 0.0 That gross and net income were calculated with multiple factors. the reported gross and net income were 0 and 0 respectively.  Income was determined by various inputs. including wages (0). earned income (0). self employment income (0). other earned income (0). income from contributions (0). child support (0). unearned income (0). other unearned income (0). deemed income (0). income from education grants and loans (0). and income for families participating in foster care (0) Some payments may come from employers that are not part of regular wages. For this household. they received workers compensation (0). and wage supplementation (0) It also takes any government benefit payments into account. such as earned income tax credit (0). energy assistance (0). general assistance programs (0). social security (0). supplemental security benefits (ssi) (i.e. disability benefits) (0). countable payments through temporary assistance for needy families (tanf) (0). unemployment insurance (0). veterans benefits (0). diversion payment (0). and any other government benefits (0).  A households assets are also taken into account. The total assets were determined to be 0.  The value of vehicles was determined to be 0.  It also includes reported liquid assets (0.0). countable liquid assets (0.0). reported other nonliquid assets (0). countable other nonliquid assets (0). reported real property (0). and countable real property (0). 
223,1 individual(s) listed in this SNAP application.  0 people in the household over 60. 0 people in the household with a disability.Household is not categorically eligible through TANF.[Household is homeless] Household spends 322 on shelter expenses. Household spends 0.0 on dependent care. Household receives 0 in child support. Household pays 322 in utilities. The total gross income was: 0. while the net income was: 0.0 That gross and net income were calculated with multiple factors. the reported gross and net income were 0 and 0 respectively.  Income was determined by various inputs. including wages (0). earned income (0). self employment income (0). other earned income (0). income from contributions (0). child support (0). unearned income (0). other unearned income (0). deemed income (0). income from education grants and loans (0). and income for families participating in foster care (0) Some payments may come from employers that are not part of regular wages. For this household. they received workers compensation (0). and wage supplementation (0) It also takes any government benefit payments into account. such as earned income tax credit (0). energy assistance (0). general assistance programs (0). social security (0). supplemental security benefits (ssi) (i.e. disability benefits) (0). countable payments through temporary assistance for needy families (tanf) (0). unemployment insurance (0). veterans benefits (0). diversion payment (0). and any other government benefits (0).  A households assets are also taken into account. The total assets were determined to be 0.  The value of vehicles was determined to be 0.  It also includes reported liquid assets (0.0). countable liquid assets (0.0). reported other nonliquid assets (0). countable other nonliquid assets (0). reported real property (0). and countable real property (0). 
