,0
190,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $20 *** "
191,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
192,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $20 *** "
193,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $20 *** "
194,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
195,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the Reported information disregarded or not applied.  The error was an Overissuance by an amount of $126.  The error was found by Variance clearly identified from case record (documentation not from an automated match) and is because of the applicants RSDI benefits and All income from source known but not included and occured on 202103.0  Information given above was verified by Government agency or public records. automated match.  
 *** Final Calculated Benefit: $44 *** "
196,"2 individual(s) listed in this SNAP application.  In the application one person is a(n) Member is ineligible noncitizen and not participating in State-funded SNAPone person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the Reported information disregarded or not applied.  The error was an Overissuance by an amount of $141.  The error was found by Variance clearly identified from case record (documentation not from an automated match) and is because of the applicants Deemed income and More income received from this source than budgeted and occured on 202110.0  Information given above was verified by From case record (verification not from an automated match).  
 *** Final Calculated Benefit: $109 *** "
197,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $182 *** "
198,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
199,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the Agency failed to verify required informationInformation not reported.  The error was an OverissuanceOverissuance by an amount of $57$57.  The error was found by Variance clearly identified from case record (documentation not from an automated match)Variance clearly identified from case record (documentation not from an automated match) and is because of the applicants Shelter deductionContributions and Deduction that should have been included was notUnreported source of income (do not use for change in employment status) and occured on 201908.0201908.0  Information given above was verified by From case record (verification not from an automated match)From case record (verification not from an automated match).  
 *** Final Calculated Benefit: $193 *** "
200,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
201,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
202,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
203,"3 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefitsone person is a(n) Eligible member of SNAP case under review and entitled to receive benefitsone person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the Policy incorrectly appliedPolicy incorrectly appliedPolicy incorrectly applied.  The error was an UnderissuanceUnderissuanceUnderissuance by an amount of $408$408$408.  The error was found by Variance discovered from recipient interviewVariance discovered from recipient interviewVariance discovered from recipient interview and is because of the applicants Unit compositionShelter deductionStandard utility allowance and Eligible person(s) with no income. resources. or deductible expenses excludedDeduction that should have been included was notDeduction that should have been included was not and occured on 202109.0202102.0202102.0  Information given above was verified by From information provided by recipientFrom case record (verification not from an automated match)From case record (verification not from an automated match).  
 *** Final Calculated Benefit: $658 *** "
204,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
205,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
206,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $50 *** "
207,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $20 *** "
208,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $85 *** "
209,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $20 *** "
210,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $164 *** "
211,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
212,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the Agency failed to verify required information.  The error was an Overissuance by an amount of $49.  The error was found by Landlord and is because of the applicants Shelter deduction and Deduction that should have been included was not and occured on 201907.0  Information given above was verified by Landlord.  
 *** Final Calculated Benefit: $103 *** "
213,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
214,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $44 *** "
215,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $197 *** "
216,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
217,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $20 *** "
218,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
219,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
220,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $20 *** "
221,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
222,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
223,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
224,"3 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefitsone person is a(n) Eligible member of SNAP case under review and entitled to receive benefitsone person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $658 *** "
225,"2 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefitsone person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the Policy incorrectly applied.  The error was an Overissuance by an amount of $29.  The error was found by Variance clearly identified from case record (documentation not from an automated match) and is because of the applicants Unit composition and Eligible person(s) with no income. resources. or deductible expenses excluded and occured on 202201.0  Information given above was verified by From case record (verification from an automated match).  
 *** Final Calculated Benefit: $396 *** "
226,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
227,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $44 *** "
228,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
229,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $50 *** "
230,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
231,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
232,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the OtherOtherOtherOtherOther.  The error was an OverissuanceOverissuanceOverissuanceOverissuanceOverissuance by an amount of $230$230$230$230$230.  The error was found by Variance discovered from recipient interviewOtherVariance discovered from recipient interviewVariance discovered from recipient interviewVariance clearly identified from case record (documentation not from an automated match) and is because of the applicants Wages and salariesEarned income deductionsShelter deductionStandard utility allowanceReporting systems and OtherOtherDeduction included that should not have beenDeduction included that should not have beenOther and occured on 202202.0202202.0202012.0202012.0202012.0  Information given above was verified by Employer (present or former)Employer (present or former)From information provided by recipientFrom information provided by recipientOther.  
 *** Final Calculated Benefit: $20 *** "
233,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
234,"3 individual(s) listed in this SNAP application.  In the application one person is a(n) Member is ineligible noncitizen and not participating in State-funded SNAPone person is a(n) Member is ineligible noncitizen and not participating in State-funded SNAPone person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
235,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
236,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
237,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the Computer user error.  The error was an Overissuance by an amount of $53.  The error was found by Landlord and is because of the applicants Shelter deduction and Deduction included that should not have been and occured on 202110.0  Information given above was verified by Landlord.  
 *** Final Calculated Benefit: $167 *** "
238,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $20 *** "
239,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $20 *** "
240,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the Agency failed to follow up on inconsistent or incomplete information.  The error was an Underissuance by an amount of $147.  The error was found by Variance clearly identified from case record (documentation from an automated match) and is because of the applicants Unemployment compensation and Less income received from this source than budgeted and occured on 202110.0  Information given above was verified by From case record (verification from an automated match).  
 *** Final Calculated Benefit: $250 *** "
241,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $20 *** "
242,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $116 *** "
243,"2 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefitsone person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $400 *** "
244,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $20 *** "
245,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
246,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $190 *** "
247,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
248,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $20 *** "
249,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $111 *** "
250,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
251,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
252,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
253,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
254,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the Information not reported.  The error was an Underissuance by an amount of $96.  The error was found by Landlord and is because of the applicants Shelter deduction and Deduction that should have been included was not and occured on 202111.0  Information given above was verified by Landlord.  
 *** Final Calculated Benefit: $250 *** "
255,"2 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefitsone person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the Information not reported.  The error was an Overissuance by an amount of $233.  The error was found by Variance discovered from recipient interview and is because of the applicants Self-employment and Unreported source of income (do not use for change in employment status) and occured on 202108.0  Information given above was verified by Other.  
 *** Final Calculated Benefit: $236 *** "
256,"1 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the not listed by QC reviewer.  The error was an did not state if dollar amount was an over or under issuance by an amount of none of the variances were listed.  The error was found by not listed and is because of the applicants not given and the nature of variance is not given and occured on an unknown date  Information given above was verified by demographics.  
 *** Final Calculated Benefit: $250 *** "
257,"2 individual(s) listed in this SNAP application.  In the application one person is a(n) Eligible member of SNAP case under review and entitled to receive benefitsone person is a(n) Eligible member of SNAP case under review and entitled to receive benefits.  Based on Quality Control the error made faulted the Agency failed to verify required information.  The error was an Overissuance by an amount of $62.  The error was found by Government agency or public records. not automated match and is because of the applicants Shelter deduction and Deduction included that should not have been and occured on 202109.0  Information given above was verified by Government agency or public records. not automated match.  
 *** Final Calculated Benefit: $148 *** "
